id,dateSubmitted,employeeId,employeeName,problem,category,department,proposedSolution,status,implementationDate,createDate,createUserId,modifyDate,modifyUserId,deleted,deleteUserId,deleteDate
4087,2022-01-15 00:00:00,1290,Emily Johnson,Emails not syncing across devices,3,Operations,Automate data entry using a workflow management tool,3,2022-1-15 00:00:00,2022-01-15 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4088,2022-01-16 00:00:00,1284,Sarah Davis,Computer running slow,4,Design,Implement a clear communication plan using project management tools,5,NULL,2022-01-16 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4089,2022-01-16 00:00:00,1874,Jessica Lee,Difficulty accessing shared files,1,QA,Schedule a training session for all employees,2,NULL,2022-01-16 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4090,2022-01-16 00:00:00,1284,Sarah Davis,Lack of collaboration on shared projects,3,Engineering,Restart the system and check network settings,2,NULL,2022-01-16 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4091,2022-01-16 00:00:00,1961,Michael Brown,Employee burnout from overwork,2,Design,Clear cache and run a disk cleanup utility,2,NULL,2022-01-16 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4092,2022-01-16 00:00:00,1917,John Smith,Customer service queries piling up,1,HR,Set up a reminder system for employees to notify HR of absences in advance,3,2021-9-9 00:00:00,2022-01-16 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4093,2022-01-16 00:00:00,1961,Michael Brown,Computer running slow,2,HR,Implement a clear communication plan using project management tools,2,NULL,2022-01-16 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4094,2022-01-16 00:00:00,1290,Emily Johnson,Employee absence without notice,3,HR,Check permissions on the shared folder and ensure everyone has the correct access,1,NULL,2022-01-16 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4095,2022-01-16 00:00:00,1538,James Harris,Printer not connecting to the network,1,Finance,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2022-01-16 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4096,2022-01-16 00:00:00,1917,John Smith,Missing important files from project folder,3,QA,Assign more staff to handle customer service during peak hours,4,NULL,2022-01-16 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4097,2022-01-17 00:00:00,1917,John Smith,Cannot log into company CRM system,3,Design,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2022-01-17 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4098,2022-01-17 00:00:00,1961,Michael Brown,Employee absence without notice,3,Finance,Automate data entry using a workflow management tool,2,NULL,2022-01-17 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4099,2022-01-17 00:00:00,1961,Michael Brown,Missing important files from project folder,2,HR,Restart the system and check network settings,4,NULL,2022-01-17 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4100,2022-01-17 00:00:00,1917,John Smith,Missing important files from project folder,4,Operations,Assign more staff to handle customer service during peak hours,2,NULL,2022-01-17 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4101,2022-01-17 00:00:00,1290,Emily Johnson,Difficulty accessing shared files,1,Finance,Restart the system and check network settings,1,NULL,2022-01-17 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4102,2022-01-17 00:00:00,1290,Emily Johnson,Computer running slow,4,QA,Automate data entry using a workflow management tool,4,NULL,2022-01-17 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4103,2022-01-17 00:00:00,1874,Jessica Lee,Manual data entry errors,5,HR,Check permissions on the shared folder and ensure everyone has the correct access,1,NULL,2022-01-17 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4104,2022-01-18 00:00:00,1284,Sarah Davis,Emails not syncing across devices,1,Design,Implement a clear communication plan using project management tools,2,NULL,2022-01-18 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4105,2022-01-18 00:00:00,1917,John Smith,Missing important files from project folder,1,Engineering,Reset the password and check internet connectivity,4,NULL,2022-01-18 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4106,2022-01-18 00:00:00,1290,Emily Johnson,Customer service queries piling up,5,Design,Implement a clear communication plan using project management tools,1,NULL,2022-01-18 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4107,2022-01-18 00:00:00,1290,Emily Johnson,Printer not connecting to the network,3,Design,Reconfigure email settings and ensure synchronization is enabled,3,2023-12-3 00:00:00,2022-01-18 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4108,2022-01-18 00:00:00,1284,Sarah Davis,Computer running slow,5,Design,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2022-01-18 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4109,2022-01-18 00:00:00,1284,Sarah Davis,Missing important files from project folder,4,Engineering,Schedule a training session for all employees,5,NULL,2022-01-18 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4110,2022-01-18 00:00:00,1961,Michael Brown,Slow response times for customer emails,2,HR,Implement an email template for quick replies,3,2021-5-2 00:00:00,2022-01-18 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4111,2022-01-18 00:00:00,1961,Michael Brown,Slow response times for customer emails,5,Operations,Restart printer and check network settings,3,2024-11-18 00:00:00,2022-01-18 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4112,2022-01-18 00:00:00,1284,Sarah Davis,Confusion with new company software,4,QA,Clear cache and run a disk cleanup utility,1,NULL,2022-01-18 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4113,2022-01-19 00:00:00,1538,James Harris,Missed deadline due to lack of resources,1,QA,Check backup and retrieve from last sync,5,NULL,2022-01-19 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4114,2022-01-19 00:00:00,1668,David Wilson,Printer not connecting to the network,3,Finance,Clear cache and run a disk cleanup utility,5,NULL,2022-01-19 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4115,2022-01-19 00:00:00,1538,James Harris,Missing important files from project folder,4,QA,Automate data entry using a workflow management tool,2,NULL,2022-01-19 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4116,2022-01-19 00:00:00,1668,David Wilson,Computer running slow,4,Finance,Clear cache and run a disk cleanup utility,5,NULL,2022-01-19 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4117,2022-01-19 00:00:00,1917,John Smith,Cannot log into company CRM system,5,QA,Assign more staff to handle customer service during peak hours,5,NULL,2022-01-19 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4118,2022-01-19 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,2,Engineering,Automate data entry using a workflow management tool,5,NULL,2022-01-19 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4119,2022-01-19 00:00:00,1961,Michael Brown,Manual data entry errors,4,Operations,Request additional resources from the project manager and adjust the timeline,1,NULL,2022-01-19 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4120,2022-01-19 00:00:00,1917,John Smith,Cannot log into company CRM system,2,Design,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,4,NULL,2022-01-19 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4121,2022-01-19 00:00:00,1874,Jessica Lee,Slow response times for customer emails,3,Engineering,Set up a reminder system for employees to notify HR of absences in advance,1,NULL,2022-01-19 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4122,2022-01-19 00:00:00,1917,John Smith,Emails not syncing across devices,5,HR,Set up a reminder system for employees to notify HR of absences in advance,3,2023-12-20 00:00:00,2022-01-19 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4123,2022-01-20 00:00:00,1538,James Harris,Cannot log into company CRM system,4,Finance,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,4,NULL,2022-01-20 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4124,2022-01-20 00:00:00,1668,David Wilson,Confusion with new company software,3,HR,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2022-01-20 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4125,2022-01-20 00:00:00,1874,Jessica Lee,Unable to access shared company drive,5,Engineering,Implement an email template for quick replies,5,NULL,2022-01-20 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4126,2022-01-20 00:00:00,1538,James Harris,Emails not syncing across devices,3,QA,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2022-01-20 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4127,2022-01-20 00:00:00,1284,Sarah Davis,Team communication is unclear,2,Finance,Restart printer and check network settings,1,NULL,2022-01-20 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4128,2022-01-20 00:00:00,1874,Jessica Lee,Confusion with new company software,2,Operations,Reconfigure email settings and ensure synchronization is enabled,2,NULL,2022-01-20 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4129,2022-01-20 00:00:00,1874,Jessica Lee,Emails not syncing across devices,1,Engineering,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,2,NULL,2022-01-20 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4130,2022-01-21 00:00:00,1874,Jessica Lee,Cannot log into company CRM system,1,Operations,Check backup and retrieve from last sync,1,NULL,2022-01-21 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4131,2022-01-22 00:00:00,1290,Emily Johnson,Confusion with new company software,1,HR,Monitor workloads and encourage regular breaks and time-off,3,2023-12-14 00:00:00,2022-01-22 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4132,2022-01-22 00:00:00,1284,Sarah Davis,Missed deadline due to lack of resources,3,Design,Set up a reminder system for employees to notify HR of absences in advance,1,NULL,2022-01-22 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4133,2022-01-22 00:00:00,1874,Jessica Lee,Team communication is unclear,1,QA,Reconfigure email settings and ensure synchronization is enabled,3,2024-4-15 00:00:00,2022-01-22 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4134,2022-01-23 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,4,QA,Reset the password and check internet connectivity,3,2023-1-26 00:00:00,2022-01-23 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4135,2022-01-23 00:00:00,1874,Jessica Lee,Missed deadline due to lack of resources,3,Engineering,Request additional resources from the project manager and adjust the timeline,5,NULL,2022-01-23 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4136,2022-01-23 00:00:00,1874,Jessica Lee,Emails not syncing across devices,2,Finance,Restart printer and check network settings,1,NULL,2022-01-23 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4137,2022-01-23 00:00:00,1290,Emily Johnson,Team communication is unclear,1,Engineering,Restart printer and check network settings,5,NULL,2022-01-23 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4138,2022-01-24 00:00:00,1290,Emily Johnson,Customer service queries piling up,2,Operations,Clear cache and run a disk cleanup utility,1,NULL,2022-01-24 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4139,2022-01-24 00:00:00,1961,Michael Brown,Manual data entry errors,5,Engineering,Check backup and retrieve from last sync,3,2021-11-15 00:00:00,2022-01-24 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4140,2022-01-24 00:00:00,1284,Sarah Davis,Difficulty accessing shared files,5,Finance,Assign more staff to handle customer service during peak hours,4,NULL,2022-01-24 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4141,2022-01-24 00:00:00,1874,Jessica Lee,Confusion with new company software,3,Engineering,Set up a reminder system for employees to notify HR of absences in advance,3,2020-1-22 00:00:00,2022-01-24 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4142,2022-01-24 00:00:00,1874,Jessica Lee,Missed deadline due to lack of resources,5,Design,Set up a reminder system for employees to notify HR of absences in advance,4,NULL,2022-01-24 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4143,2022-01-25 00:00:00,1538,James Harris,Employee absence without notice,4,Finance,Reset the password and check internet connectivity,1,NULL,2022-01-25 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4144,2022-01-25 00:00:00,1874,Jessica Lee,Missed deadline due to lack of resources,2,QA,Restart printer and check network settings,1,NULL,2022-01-25 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4145,2022-01-25 00:00:00,1961,Michael Brown,Employee absence without notice,4,Design,Implement an email template for quick replies,3,2023-9-16 00:00:00,2022-01-25 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4146,2022-01-25 00:00:00,1668,David Wilson,Difficulty accessing shared files,2,Engineering,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,2,NULL,2022-01-25 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4147,2022-01-25 00:00:00,1284,Sarah Davis,Unable to access shared company drive,3,Engineering,Check backup and retrieve from last sync,1,NULL,2022-01-25 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4148,2022-01-25 00:00:00,1284,Sarah Davis,Missed deadline due to lack of resources,2,Engineering,Implement an email template for quick replies,5,NULL,2022-01-25 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4149,2022-01-25 00:00:00,1668,David Wilson,Team communication is unclear,3,HR,Request additional resources from the project manager and adjust the timeline,2,NULL,2022-01-25 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4150,2022-01-26 00:00:00,1917,John Smith,Unable to access shared company drive,3,Operations,Request additional resources from the project manager and adjust the timeline,4,NULL,2022-01-26 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4151,2022-01-26 00:00:00,1668,David Wilson,Missing important files from project folder,5,Finance,Automate data entry using a workflow management tool,2,NULL,2022-01-26 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4152,2022-01-26 00:00:00,1961,Michael Brown,Cannot log into company CRM system,1,Finance,Implement a clear communication plan using project management tools,3,2021-11-21 00:00:00,2022-01-26 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4153,2022-01-26 00:00:00,1874,Jessica Lee,Cannot log into company CRM system,5,QA,Monitor workloads and encourage regular breaks and time-off,1,NULL,2022-01-26 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4154,2022-01-26 00:00:00,1874,Jessica Lee,Unable to access shared company drive,3,QA,Check backup and retrieve from last sync,5,NULL,2022-01-26 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4155,2022-01-27 00:00:00,1874,Jessica Lee,Employee absence without notice,5,HR,Assign more staff to handle customer service during peak hours,2,NULL,2022-01-27 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4156,2022-01-27 00:00:00,1284,Sarah Davis,Customer service queries piling up,4,Operations,Request additional resources from the project manager and adjust the timeline,5,NULL,2022-01-27 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4157,2022-01-27 00:00:00,1284,Sarah Davis,Employee absence without notice,2,Operations,Monitor workloads and encourage regular breaks and time-off,2,NULL,2022-01-27 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4158,2022-01-27 00:00:00,1284,Sarah Davis,Emails not syncing across devices,3,QA,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2022-01-27 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4159,2022-01-27 00:00:00,1284,Sarah Davis,Difficulty accessing shared files,1,QA,Monitor workloads and encourage regular breaks and time-off,2,NULL,2022-01-27 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4160,2022-01-27 00:00:00,1284,Sarah Davis,Printer not connecting to the network,5,Finance,Clear cache and run a disk cleanup utility,3,2021-4-25 00:00:00,2022-01-27 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4161,2022-01-27 00:00:00,1961,Michael Brown,Missing important files from project folder,4,HR,Reset the password and check internet connectivity,4,NULL,2022-01-27 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4162,2022-01-28 00:00:00,1284,Sarah Davis,Lack of collaboration on shared projects,1,Finance,Automate data entry using a workflow management tool,5,NULL,2022-01-28 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4163,2022-01-28 00:00:00,1290,Emily Johnson,Printer not connecting to the network,1,Operations,Monitor workloads and encourage regular breaks and time-off,3,2024-12-10 00:00:00,2022-01-28 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4164,2022-01-28 00:00:00,1284,Sarah Davis,Printer not connecting to the network,2,Engineering,Restart printer and check network settings,4,NULL,2022-01-28 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4165,2022-02-01 00:00:00,1961,Michael Brown,Team communication is unclear,2,HR,Reset the password and check internet connectivity,1,NULL,2022-02-01 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4166,2022-02-01 00:00:00,1668,David Wilson,Cannot log into company CRM system,3,HR,Monitor workloads and encourage regular breaks and time-off,3,2022-12-2 00:00:00,2022-02-01 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4167,2022-02-01 00:00:00,1284,Sarah Davis,Customer service queries piling up,1,Engineering,Implement a clear communication plan using project management tools,3,2021-2-3 00:00:00,2022-02-01 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4168,2022-02-01 00:00:00,1538,James Harris,Unable to access shared company drive,4,QA,Schedule a training session for all employees,2,NULL,2022-02-01 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4169,2022-02-02 00:00:00,1874,Jessica Lee,Employee burnout from overwork,2,HR,Automate data entry using a workflow management tool,5,NULL,2022-02-02 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4170,2022-02-02 00:00:00,1917,John Smith,Customer service queries piling up,3,Operations,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2022-02-02 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4171,2022-02-02 00:00:00,1538,James Harris,Computer running slow,5,Finance,Clear cache and run a disk cleanup utility,1,NULL,2022-02-02 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4172,2022-02-02 00:00:00,1538,James Harris,Missed deadline due to lack of resources,2,Operations,Monitor workloads and encourage regular breaks and time-off,3,2023-4-21 00:00:00,2022-02-02 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4173,2022-02-02 00:00:00,1538,James Harris,Slow response times for customer emails,4,QA,Implement an email template for quick replies,1,NULL,2022-02-02 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4174,2022-02-03 00:00:00,1290,Emily Johnson,Customer service queries piling up,4,Operations,Clear cache and run a disk cleanup utility,1,NULL,2022-02-03 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4175,2022-02-03 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,4,Finance,Restart the system and check network settings,3,2020-3-7 00:00:00,2022-02-03 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4176,2022-02-03 00:00:00,1538,James Harris,Printer not connecting to the network,3,Finance,Check backup and retrieve from last sync,1,NULL,2022-02-03 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4177,2022-02-03 00:00:00,1538,James Harris,Computer running slow,1,HR,Set up a reminder system for employees to notify HR of absences in advance,1,NULL,2022-02-03 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4178,2022-02-03 00:00:00,1538,James Harris,Customer service queries piling up,2,QA,Assign more staff to handle customer service during peak hours,4,NULL,2022-02-03 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4179,2022-02-04 00:00:00,1961,Michael Brown,Unable to access shared company drive,4,HR,Reconfigure email settings and ensure synchronization is enabled,5,NULL,2022-02-04 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4180,2022-02-04 00:00:00,1874,Jessica Lee,Emails not syncing across devices,1,HR,Monitor workloads and encourage regular breaks and time-off,4,NULL,2022-02-04 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4181,2022-02-04 00:00:00,1290,Emily Johnson,Confusion with new company software,4,Operations,Reconfigure email settings and ensure synchronization is enabled,4,NULL,2022-02-04 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4182,2022-02-04 00:00:00,1874,Jessica Lee,Printer not connecting to the network,5,Engineering,Schedule a training session for all employees,1,NULL,2022-02-04 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4183,2022-02-04 00:00:00,1668,David Wilson,Employee absence without notice,2,Finance,Check permissions on the shared folder and ensure everyone has the correct access,1,NULL,2022-02-04 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4184,2022-02-05 00:00:00,1917,John Smith,Employee absence without notice,5,Engineering,Clear cache and run a disk cleanup utility,1,NULL,2022-02-05 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4185,2022-02-05 00:00:00,1538,James Harris,Employee burnout from overwork,3,QA,Implement an email template for quick replies,1,NULL,2022-02-05 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4186,2022-02-06 00:00:00,1538,James Harris,Unable to access shared company drive,2,Finance,Schedule a training session for all employees,4,NULL,2022-02-06 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4187,2022-02-06 00:00:00,1538,James Harris,Customer service queries piling up,2,QA,Implement a clear communication plan using project management tools,2,NULL,2022-02-06 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4188,2022-02-06 00:00:00,1668,David Wilson,Cannot log into company CRM system,2,Design,Restart the system and check network settings,3,2021-11-5 00:00:00,2022-02-06 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4189,2022-02-06 00:00:00,1284,Sarah Davis,Computer running slow,4,HR,Monitor workloads and encourage regular breaks and time-off,2,NULL,2022-02-06 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4190,2022-02-06 00:00:00,1538,James Harris,Emails not syncing across devices,4,HR,Check permissions on the shared folder and ensure everyone has the correct access,3,2024-3-25 00:00:00,2022-02-06 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4191,2022-02-06 00:00:00,1284,Sarah Davis,Cannot log into company CRM system,3,Engineering,Implement an email template for quick replies,3,2023-12-1 00:00:00,2022-02-06 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4192,2022-02-06 00:00:00,1961,Michael Brown,Unable to access shared company drive,4,QA,Assign more staff to handle customer service during peak hours,3,2020-9-9 00:00:00,2022-02-06 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4193,2022-02-07 00:00:00,1874,Jessica Lee,Manual data entry errors,5,Operations,Reset the password and check internet connectivity,2,NULL,2022-02-07 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4194,2022-02-07 00:00:00,1874,Jessica Lee,Employee burnout from overwork,5,Operations,Monitor workloads and encourage regular breaks and time-off,5,NULL,2022-02-07 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4195,2022-02-07 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,3,QA,Check backup and retrieve from last sync,1,NULL,2022-02-07 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4196,2022-02-07 00:00:00,1874,Jessica Lee,Emails not syncing across devices,2,Design,Implement an email template for quick replies,3,2024-1-21 00:00:00,2022-02-07 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4197,2022-02-07 00:00:00,1917,John Smith,Slow response times for customer emails,2,Finance,Request additional resources from the project manager and adjust the timeline,3,2024-3-24 00:00:00,2022-02-07 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4198,2022-02-08 00:00:00,1961,Michael Brown,Employee absence without notice,5,QA,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2022-02-08 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4199,2022-02-08 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,5,Operations,Implement an email template for quick replies,1,NULL,2022-02-08 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4200,2022-02-08 00:00:00,1917,John Smith,Missing important files from project folder,4,QA,Assign more staff to handle customer service during peak hours,4,NULL,2022-02-08 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4201,2022-02-08 00:00:00,1874,Jessica Lee,Manual data entry errors,5,HR,Check backup and retrieve from last sync,5,NULL,2022-02-08 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4202,2022-02-08 00:00:00,1874,Jessica Lee,Unable to access shared company drive,1,Finance,Reconfigure email settings and ensure synchronization is enabled,5,NULL,2022-02-08 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4203,2022-02-08 00:00:00,1961,Michael Brown,Team communication is unclear,2,Operations,Check backup and retrieve from last sync,4,NULL,2022-02-08 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4204,2022-02-08 00:00:00,1538,James Harris,Lack of collaboration on shared projects,1,Operations,Restart printer and check network settings,5,NULL,2022-02-08 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4205,2022-02-09 00:00:00,1668,David Wilson,Team communication is unclear,1,Design,Schedule a training session for all employees,2,NULL,2022-02-09 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4206,2022-02-09 00:00:00,1290,Emily Johnson,Missed deadline due to lack of resources,4,Engineering,Request additional resources from the project manager and adjust the timeline,2,NULL,2022-02-09 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4207,2022-02-10 00:00:00,1290,Emily Johnson,Computer running slow,3,Finance,Check permissions on the shared folder and ensure everyone has the correct access,4,NULL,2022-02-10 00:00:00,2,NULL,NULL,NULL,NULL,NULL
4208,2022-02-10 00:00:00,1668,David Wilson,Missed deadline due to lack of resources,5,Operations,Check backup and retrieve from last sync,2,NULL,2022-02-10 00:00:00,4,NULL,NULL,NULL,NULL,NULL
4209,2022-02-10 00:00:00,1538,James Harris,Missing important files from project folder,5,Engineering,Monitor workloads and encourage regular breaks and time-off,3,2022-10-23 00:00:00,2022-02-10 00:00:00,3,NULL,NULL,NULL,NULL,NULL
4210,2022-02-10 00:00:00,1284,Sarah Davis,Emails not syncing across devices,2,Design,Assign more staff to handle customer service during peak hours,4,NULL,2022-02-10 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4211,2022-02-10 00:00:00,1961,Michael Brown,Difficulty accessing shared files,4,Operations,Check backup and retrieve from last sync,2,NULL,2022-02-10 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4212,2022-02-11 00:00:00,1284,Sarah Davis,Cannot log into company CRM system,2,Operations,Reset the password and check internet connectivity,3,2022-8-7 00:00:00,2022-02-11 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4213,2022-02-11 00:00:00,1874,Jessica Lee,Emails not syncing across devices,5,Finance,Check backup and retrieve from last sync,3,2020-6-23 00:00:00,2022-02-11 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4214,2022-02-11 00:00:00,1284,Sarah Davis,Employee burnout from overwork,3,QA,Implement an email template for quick replies,5,NULL,2022-02-11 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4215,2022-02-11 00:00:00,1284,Sarah Davis,Unable to access shared company drive,4,QA,Automate data entry using a workflow management tool,1,NULL,2022-02-11 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4216,2022-02-12 00:00:00,1284,Sarah Davis,Computer running slow,2,QA,Reset the password and check internet connectivity,2,NULL,2022-02-12 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4217,2022-02-12 00:00:00,1961,Michael Brown,Missed deadline due to lack of resources,1,HR,Restart the system and check network settings,5,NULL,2022-02-12 00:00:00,7,NULL,NULL,NULL,NULL,NULL
4218,2022-02-12 00:00:00,1874,Jessica Lee,Customer service queries piling up,4,Engineering,Restart printer and check network settings,1,NULL,2022-02-12 00:00:00,5,NULL,NULL,NULL,NULL,NULL
4219,2022-02-12 00:00:00,1917,John Smith,Difficulty accessing shared files,5,Design,Restart printer and check network settings,3,2022-8-17 00:00:00,2022-02-12 00:00:00,6,NULL,NULL,NULL,NULL,NULL
4220,2022-02-12 00:00:00,1284,Sarah Davis,Missing important files from project folder,3,HR,Implement a clear communication plan using project management tools,4,NULL,2022-02-12 00:00:00,1,NULL,NULL,NULL,NULL,NULL
4221,2022-02-12 00:00:00,1290,Emily Johnson,Employee burnout from overwork,4,QA,Request additional resources from the project manager and adjust the timeline,2,NULL,2022-02-12 00:00:00,2,NULL,NULL,NULL,NULL,NULL
